# Timestamp: 2026-05-13 17:31:49
# Camara posicion: 0.1469,2.0889,1.2155
# FOV: 60.0000 | Near: 0.3000m | Far: 1000.0000m
# Profundidad min: 2.1412m | max: 1000.0000m | media: 211.0503m
# Cuadricula 128x128 — valores en metros
3.5042,3.4791,3.4542,3.4295,3.4051,3.3809,3.3570,3.3333,3.3098,3.2866,3.2637,3.2410,3.2186,3.1965,3.1746,3.1531,3.1318,3.1109,3.0902,3.0699,3.0499,3.0302,3.0109,2.9919,2.9732,2.9549,2.9370,2.9194,2.9022,2.8853,2.8689,2.8529,2.8372,2.8220,2.8071,2.7927,2.7787,2.7652,2.7521,2.7394,2.7272,2.7154,2.7041,2.6933,2.6830,2.6731,2.6637,2.6548,2.6464,2.6385,2.6311,2.6242,2.6179,2.6120,2.6067,2.6019,2.5976,2.5938,2.5906,2.5879,2.5858,2.5842,2.5831,2.5826,2.5826,2.5831,2.5842,2.5858,2.5879,2.5906,2.5938,2.5976,2.6019,2.6067,2.6120,2.6179,2.6242,2.6311,2.6385,2.6464,2.6548,2.6637,2.6731,2.6830,2.6933,2.7041,2.7154,2.7272,2.7394,2.7521,2.7652,2.7787,2.7927,2.8071,2.8220,2.8372,2.8529,2.8689,2.8853,2.9022,2.9194,2.9370,2.9549,2.9732,2.9919,3.0109,3.0302,3.0499,3.0699,3.0902,3.1109,3.1318,3.1531,3.1746,3.1965,3.2186,3.2410,3.2637,3.2866,3.3098,3.3333,3.3570,3.3809,3.4051,3.4295,3.4542,3.4791,3.5042
3.5400,3.5146,3.4893,3.4643,3.4396,3.4150,3.3907,3.3667,3.3429,3.3194,3.2961,3.2731,3.2504,3.2279,3.2058,3.1839,3.1624,3.1411,3.1202,3.0995,3.0792,3.0593,3.0396,3.0204,3.0014,2.9828,2.9646,2.9468,2.9293,2.9122,2.8955,2.8793,2.8634,2.8479,2.8328,2.8182,2.8040,2.7903,2.7769,2.7641,2.7517,2.7397,2.7283,2.7173,2.7068,2.6967,2.6872,2.6782,2.6697,2.6616,2.6541,2.6471,2.6407,2.6347,2.6293,2.6244,2.6201,2.6163,2.6130,2.6103,2.6081,2.6064,2.6054,2.6048,2.6048,2.6054,2.6064,2.6081,2.6103,2.6130,2.6163,2.6201,2.6244,2.6293,2.6347,2.6407,2.6471,2.6541,2.6616,2.6697,2.6782,2.6872,2.6967,2.7068,2.7173,2.7283,2.7397,2.7517,2.7641,2.7770,2.7903,2.8040,2.8182,2.8328,2.8479,2.8634,2.8793,2.8955,2.9122,2.9293,2.9468,2.9646,2.9828,3.0014,3.0204,3.0396,3.0593,3.0792,3.0995,3.1202,3.1411,3.1624,3.1839,3.2058,3.2279,3.2504,3.2731,3.2961,3.3194,3.3429,3.3667,3.3907,3.4150,3.4396,3.4643,3.4893,3.5146,3.5400
3.5768,3.5510,3.5254,3.5000,3.4749,3.4500,3.4253,3.4010,3.3768,3.3530,3.3293,3.3060,3.2830,3.2602,3.2377,3.2155,3.1937,3.1721,3.1508,3.1299,3.1093,3.0891,3.0691,3.0496,3.0303,3.0115,2.9930,2.9749,2.9572,2.9398,2.9229,2.9063,2.8902,2.8745,2.8592,2.8444,2.8300,2.8160,2.8025,2.7894,2.7768,2.7647,2.7531,2.7419,2.7312,2.7210,2.7114,2.7022,2.6935,2.6854,2.6778,2.6707,2.6641,2.6580,2.6525,2.6476,2.6432,2.6393,2.6360,2.6332,2.6310,2.6293,2.6282,2.6276,2.6276,2.6282,2.6293,2.6310,2.6332,2.6360,2.6393,2.6432,2.6476,2.6525,2.6580,2.6641,2.6707,2.6778,2.6854,2.6935,2.7022,2.7114,2.7210,2.7312,2.7419,2.7531,2.7647,2.7768,2.7894,2.8025,2.8160,2.8300,2.8444,2.8592,2.8745,2.8902,2.9063,2.9229,2.9398,2.9572,2.9749,2.9930,3.0115,3.0303,3.0496,3.0691,3.0891,3.1093,3.1299,3.1508,3.1721,3.1937,3.2155,3.2377,3.2602,3.2830,3.3060,3.3293,3.3530,3.3768,3.4010,3.4254,3.4500,3.4749,3.5000,3.5254,3.5510,3.5768
3.6144,3.5882,3.5623,3.5366,3.5111,3.4858,3.4608,3.4361,3.4116,3.3874,3.3634,3.3398,3.3164,3.2933,3.2705,3.2480,3.2258,3.2039,3.1823,3.1611,3.1402,3.1196,3.0994,3.0795,3.0600,3.0409,3.0221,3.0037,2.9857,2.9681,2.9509,2.9341,2.9178,2.9018,2.8863,2.8712,2.8566,2.8424,2.8287,2.8154,2.8026,2.7903,2.7785,2.7672,2.7563,2.7460,2.7361,2.7268,2.7180,2.7098,2.7020,2.6948,2.6881,2.6820,2.6764,2.6714,2.6669,2.6629,2.6596,2.6568,2.6545,2.6528,2.6517,2.6511,2.6511,2.6517,2.6528,2.6545,2.6568,2.6596,2.6629,2.6669,2.6714,2.6764,2.6820,2.6881,2.6948,2.7020,2.7098,2.7180,2.7268,2.7361,2.7460,2.7563,2.7672,2.7785,2.7903,2.8026,2.8154,2.8287,2.8424,2.8566,2.8712,2.8863,2.9018,2.9178,2.9341,2.9509,2.9681,2.9857,3.0037,3.0221,3.0409,3.0600,3.0795,3.0994,3.1196,3.1402,3.1611,3.1823,3.2039,3.2258,3.2480,3.2705,3.2933,3.3164,3.3398,3.3634,3.3874,3.4116,3.4361,3.4608,3.4858,3.5111,3.5366,3.5623,3.5882,3.6144
3.6530,3.6265,3.6001,3.5740,3.5482,3.5226,3.4972,3.4721,3.4473,3.4227,3.3984,3.3744,3.3506,3.3272,3.3041,3.2812,3.2587,3.2365,3.2146,3.1930,3.1718,3.1509,3.1304,3.1103,3.0905,3.0710,3.0520,3.0333,3.0151,2.9972,2.9797,2.9627,2.9461,2.9299,2.9141,2.8988,2.8839,2.8695,2.8556,2.8421,2.8291,2.8166,2.8046,2.7931,2.7821,2.7716,2.7616,2.7521,2.7432,2.7348,2.7269,2.7196,2.7128,2.7066,2.7009,2.6958,2.6912,2.6873,2.6838,2.6810,2.6787,2.6770,2.6758,2.6752,2.6752,2.6758,2.6770,2.6787,2.6810,2.6838,2.6873,2.6912,2.6958,2.7009,2.7066,2.7128,2.7196,2.7269,2.7348,2.7432,2.7521,2.7616,2.7716,2.7821,2.7931,2.8046,2.8166,2.8291,2.8421,2.8556,2.8695,2.8839,2.8988,2.9141,2.9299,2.9461,2.9627,2.9797,2.9972,3.0151,3.0333,3.0520,3.0710,3.0905,3.1103,3.1304,3.1509,3.1718,3.1930,3.2146,3.2365,3.2587,3.2812,3.3041,3.3272,3.3506,3.3744,3.3984,3.4227,3.4473,3.4721,3.4972,3.5226,3.5482,3.5740,3.6001,3.6265,3.6530
3.6926,3.6656,3.6389,3.6125,3.5862,3.5602,3.5345,3.5090,3.4838,3.4589,3.4342,3.4099,3.3858,3.3620,3.3385,3.3153,3.2925,3.2699,3.2477,3.2258,3.2043,3.1831,3.1623,3.1418,3.1217,3.1020,3.0826,3.0637,3.0452,3.0270,3.0093,2.9920,2.9751,2.9587,2.9427,2.9271,2.9120,2.8974,2.8832,2.8696,2.8564,2.8437,2.8315,2.8198,2.8086,2.7979,2.7878,2.7782,2.7691,2.7605,2.7525,2.7451,2.7382,2.7319,2.7261,2.7209,2.7163,2.7122,2.7087,2.7058,2.7035,2.7018,2.7006,2.7000,2.7000,2.7006,2.7018,2.7035,2.7058,2.7088,2.7122,2.7163,2.7209,2.7261,2.7319,2.7382,2.7451,2.7525,2.7605,2.7691,2.7782,2.7878,2.7979,2.8086,2.8198,2.8315,2.8437,2.8564,2.8696,2.8832,2.8974,2.9120,2.9271,2.9427,2.9587,2.9751,2.9920,3.0093,3.0270,3.0452,3.0637,3.0826,3.1020,3.1217,3.1418,3.1623,3.1831,3.2043,3.2258,3.2477,3.2699,3.2925,3.3153,3.3385,3.3620,3.3858,3.4099,3.4342,3.4589,3.4838,3.5090,3.5345,3.5602,3.5862,3.6124,3.6389,3.6656,3.6926
3.7332,3.7058,3.6787,3.6519,3.6252,3.5989,3.5728,3.5469,3.5213,3.4960,3.4710,3.4463,3.4218,3.3977,3.3739,3.3503,3.3271,3.3043,3.2817,3.2595,3.2376,3.2161,3.1950,3.1742,3.1538,3.1338,3.1141,3.0949,3.0761,3.0576,3.0396,3.0221,3.0049,2.9882,2.9720,2.9562,2.9409,2.9260,2.9116,2.8977,2.8843,2.8714,2.8590,2.8472,2.8358,2.8250,2.8147,2.8049,2.7957,2.7870,2.7789,2.7713,2.7643,2.7579,2.7520,2.7467,2.7420,2.7379,2.7344,2.7314,2.7291,2.7273,2.7261,2.7255,2.7255,2.7261,2.7273,2.7291,2.7314,2.7344,2.7379,2.7420,2.7467,2.7520,2.7579,2.7643,2.7713,2.7789,2.7870,2.7957,2.8049,2.8147,2.8250,2.8358,2.8472,2.8590,2.8714,2.8843,2.8977,2.9116,2.9260,2.9409,2.9562,2.9720,2.9882,3.0049,3.0221,3.0396,3.0576,3.0761,3.0949,3.1141,3.1338,3.1538,3.1742,3.1950,3.2161,3.2376,3.2595,3.2817,3.3043,3.3271,3.3503,3.3739,3.3977,3.4218,3.4463,3.4710,3.4960,3.5213,3.5469,3.5728,3.5989,3.6252,3.6519,3.6787,3.7058,3.7332
3.7748,3.7470,3.7195,3.6923,3.6653,3.6385,3.6120,3.5858,3.5598,3.5342,3.5088,3.4837,3.4588,3.4343,3.4102,3.3863,3.3627,3.3395,3.3166,3.2941,3.2719,3.2500,3.2286,3.2075,3.1867,3.1664,3.1465,3.1269,3.1078,3.0891,3.0708,3.0530,3.0356,3.0186,3.0021,2.9861,2.9705,2.9554,2.9408,2.9267,2.9131,2.9000,2.8874,2.8753,2.8638,2.8528,2.8423,2.8324,2.8230,2.8142,2.8059,2.7983,2.7911,2.7846,2.7787,2.7733,2.7685,2.7643,2.7607,2.7577,2.7553,2.7535,2.7523,2.7517,2.7517,2.7523,2.7535,2.7553,2.7577,2.7607,2.7643,2.7685,2.7733,2.7787,2.7846,2.7911,2.7983,2.8059,2.8142,2.8230,2.8324,2.8423,2.8528,2.8638,2.8753,2.8874,2.9000,2.9131,2.9267,2.9408,2.9554,2.9705,2.9861,3.0021,3.0186,3.0356,3.0530,3.0708,3.0891,3.1078,3.1269,3.1465,3.1664,3.1867,3.2075,3.2286,3.2500,3.2719,3.2941,3.3166,3.3395,3.3627,3.3863,3.4102,3.4343,3.4588,3.4837,3.5088,3.5342,3.5598,3.5858,3.6120,3.6385,3.6653,3.6923,3.7195,3.7470,3.7748
3.8175,3.7893,3.7614,3.7338,3.7063,3.6792,3.6523,3.6257,3.5993,3.5733,3.5475,3.5220,3.4968,3.4720,3.4474,3.4232,3.3993,3.3757,3.3524,3.3295,3.3070,3.2848,3.2630,3.2416,3.2206,3.1999,3.1797,3.1598,3.1404,3.1214,3.1029,3.0847,3.0671,3.0498,3.0331,3.0168,3.0010,2.9856,2.9708,2.9565,2.9426,2.9293,2.9165,2.9043,2.8925,2.8814,2.8707,2.8606,2.8511,2.8422,2.8338,2.8260,2.8187,2.8121,2.8061,2.8006,2.7957,2.7915,2.7878,2.7848,2.7823,2.7805,2.7793,2.7787,2.7787,2.7793,2.7805,2.7823,2.7848,2.7878,2.7915,2.7957,2.8006,2.8061,2.8121,2.8187,2.8260,2.8338,2.8422,2.8511,2.8606,2.8707,2.8814,2.8925,2.9043,2.9165,2.9293,2.9426,2.9565,2.9708,2.9856,3.0010,3.0168,3.0331,3.0498,3.0671,3.0847,3.1029,3.1214,3.1404,3.1598,3.1797,3.1999,3.2206,3.2416,3.2630,3.2848,3.3070,3.3295,3.3524,3.3757,3.3993,3.4232,3.4474,3.4720,3.4968,3.5220,3.5475,3.5733,3.5993,3.6257,3.6523,3.6792,3.7063,3.7338,3.7614,3.7893,3.8175
3.8613,3.8327,3.8044,3.7763,3.7485,3.7209,3.6937,3.6666,3.6399,3.6134,3.5873,3.5614,3.5358,3.5106,3.4857,3.4610,3.4368,3.4128,3.3892,3.3660,3.3431,3.3206,3.2985,3.2767,3.2553,3.2344,3.2138,3.1937,3.1739,3.1546,3.1358,3.1174,3.0994,3.0819,3.0649,3.0483,3.0323,3.0167,3.0016,2.9871,2.9730,2.9595,2.9465,2.9340,2.9221,2.9108,2.8999,2.8897,2.8800,2.8709,2.8624,2.8545,2.8471,2.8404,2.8342,2.8287,2.8238,2.8194,2.8157,2.8126,2.8101,2.8083,2.8070,2.8064,2.8064,2.8070,2.8083,2.8101,2.8126,2.8157,2.8194,2.8238,2.8287,2.8342,2.8404,2.8471,2.8545,2.8624,2.8709,2.8800,2.8897,2.8999,2.9108,2.9221,2.9340,2.9465,2.9595,2.9730,2.9871,3.0016,3.0167,3.0323,3.0483,3.0649,3.0819,3.0994,3.1174,3.1358,3.1546,3.1739,3.1937,3.2138,3.2344,3.2553,3.2767,3.2985,3.3206,3.3431,3.3660,3.3892,3.4128,3.4368,3.4610,3.4857,3.5106,3.5358,3.5614,3.5873,3.6134,3.6399,3.6666,3.6937,3.7209,3.7485,3.7763,3.8044,3.8327,3.8613
